,id,path,question,a,b,c,d,answer
1903,train_1904,train/train_1904.jpg,What's the name of the ship in the photo?,Poison Love No. 1,Udo Love No. 2,Lake Han Rabon,Lake Cheonah,b
1904,train_1905,train/train_1905.jpg,What's the product in the picture?,Headphone,Mouse,Smartphone,Keyboard,b
1905,train_1906,train/train_1906.jpg,What's the top color of the bottle that you see in this picture?,Green,Yellow,Blue,Red,d
1906,train_1907,train/train_1907.jpg,What's right about the color combination of the keyboard in the picture?,Black and White,Blue and yellow.,Red and green.,Beige and brown.,d
1907,train_1908,train/train_1908.jpg,What's the main natural landscape that you see here?,Lakes and Rivers,Mountains and forests.,Seas and islands.,Deserts and hills.,c
1908,train_1909,train/train_1909.jpg,What's usually drawn in this picture?,Flowers,Animals,Man,Buildings,a
1909,train_1910,train/train_1910.jpg,What do these little robots have in their image?,Each robot is not connected to each other.,These are little robots with a screen on them.,They're all in human form.,The robots are all made of wood.,b
1910,train_1911,train/train_1911.jpg,What kind of animal does the doll in the picture look like?,Cat.,Puppy,Panda.,Rabbit.,c
1911,train_1912,train/train_1912.jpg,What are the features of the architecture that you see in this picture?,Traditional roof of jade,Gothic steeples and decorations,The skyscrapers.,Modern Glass Building,b
1912,train_1913,train/train_1913.jpg,What kind of place is this picture showing?,Museum of Art.,Café,The music theater.,Bookroom,d
1913,train_1914,train/train_1914.jpg,What is the cat doing in the picture?,I'm yawning.,I'm asleep.,I'm feeding you.,She's crying.,a
1914,train_1915,train/train_1915.jpg,What is the fruit in this picture?,Soil,Orange,Apologize.,Banana,a
1915,train_1916,train/train_1916.jpg,What's the human activity in this picture?,I'm sorting out the cards.,I'm drinking a drink.,We're playing a drawing game.,I'm reading a book.,c
1916,train_1917,train/train_1917.jpg,What's right about the character of the chair in the picture?,A chair is a graft and has a metal frame.,A chair is a transparent plastic material.,A chair is thick with cushions.,A chair was made of wood.,a
1917,train_1918,train/train_1918.jpg,What's the mode of transport that you see in this picture?,Bus,Bicycle,Cars,Train,d
1918,train_1919,train/train_1919.jpg,What's not on the table in this image?,The cake.,Book,Laptop,Coffee.,c
1919,train_1920,train/train_1920.jpg,What's the Tumblr brand in the photo?,Sermos.,Cockland,Stabbucks.,Stanley.,d
1920,train_1921,train/train_1921.jpg,What do you see in this image?,Computer Hard Drive,The wires connected to the electronic circuit board.,Cooking equipment for the kitchen,Auto engine parts,b
1921,train_1922,train/train_1922.jpg,What is a drink that includes Zeroga?,Vanilla Lat.,"Stebia Gerrochet, Hodou Almond, Mul-Mul-Moon.",Cream latt Stebi protein,Coko Latt.,b
1922,train_1923,train/train_1923.jpg,What's the drink in the picture?,Isty.,Ice Coffee,Orange juice,Cola.,b
1923,train_1924,train/train_1924.jpg,What's the brand of the black bag that you see in the picture?,Puma,Adidas,NEW BALANS,Nikki.,b
1924,train_1925,train/train_1925.jpg,What are the products that you see in this picture?,Perfume,Hand Cream,Shampoo.,lotion,a
1925,train_1926,train/train_1926.jpg,What's the main use of this box?,Powder bed,Document Archive,Gift Package Box,Drink Cup Haller,c
1926,train_1927,train/train_1927.jpg,What does it taste like?,Apologize.,Orange,Lemon Mint,Cheri.,c
1927,train_1928,train/train_1928.jpg,What's the main function of the device that you see here?,Wireless charge.,Internet Connection,Play Music,Cell phone mess.,a
1928,train_1929,train/train_1929.jpg,What are the products that you see in this picture?,Mouse,Keyboard,Headset,Speaker,a
1929,train_1930,train/train_1930.jpg,Where do people spend most of their time in this picture?,On a rock.,Under the tree.,The Jandi Field,The sand.,d
1930,train_1931,train/train_1931.jpg,What can't you see in this picture?,JanDi.,The front pole.,Parasol,Man,d
1931,train_1932,train/train_1932.jpg,What is the food on the table in this picture?,It's rice and breakfast.,The pizza and the salad.,Steak and fries.,I don't know.,d
1932,train_1933,train/train_1933.jpg,What's the characteristic of the tree next to this statue?,"The trees are very small, and the leaves are very low.",Tree has no branches at all,The tree blooms.,The bark's rough and the moss's tight.,d
1933,train_1934,train/train_1934.jpg,What is this building?,The mall.,The hotel.,Museum,Airport,b
1934,train_1935,train/train_1935.jpg,What are the main features of this picture?,The open sea and the sea.,The trails in the woods.,Stores and buildings along the river.,A village surrounded by mountains.,c
1935,train_1936,train/train_1936.jpg,What kind of shops does this picture show?,Musical Tracks,Clothing Bury,Bookroom,Electronic Stores,a
1936,train_1937,train/train_1937.jpg,What's the brand of a bicycle in this picture?,Trigon,Specialized,Canondale,Giant,a
1937,train_1938,train/train_1938.jpg,What are the green ingredients in the center of the food in this picture?,Oi.,Cocknuts,Asparagus,Blood Shell,b
1938,train_1939,train/train_1939.jpg,What is the food in this picture?,GUYS,New Pass,Squid자ation,Salmon vinegar,b
1939,train_1940,train/train_1940.jpg,What is it that you can't see around the river in this picture?,Buildings,Cars,People.,Tree,b
1940,train_1941,train/train_1941.jpg,What is the city that you see here?,Osaka,Beijing,Seoul,Tokyo,a
1941,train_1942,train/train_1942.jpg,What kind of trees do you see on the side of the road where people are walking?,pine tree,The cherry tree,Maple trees,Bank Tree,b
1942,train_1943,train/train_1943.jpg,What is the building in front of the fountain counter in this picture?,Library,College class.,The mall.,Hospital building.,b
1943,train_1944,train/train_1944.jpg,What are some of the stickers that you see in this picture related to programming languages?,Ruby.,Swift (Swift),Python,Java,a
1944,train_1945,train/train_1945.jpg,What's inside the paper bag in this picture?,A bottle of soda.,Book,Smartphone,Mouse,a
1945,train_1946,train/train_1946.jpg,What's the color of the bag hanging from the chair in the picture?,Blue,Yellow,Black,Red,c
1946,train_1947,train/train_1947.jpg,What's the best chance that the blue box on the table has?,Book,Coffee.,The cake.,ELECTRONICS,c
1947,train_1948,train/train_1948.jpg,What are the animals in the picture?,Rabbit.,Puppy,Cat.,hamster.,b
1948,train_1949,train/train_1949.jpg,What are the animals in this picture?,Rabbit.,hamster.,Puppy,Cat.,c
1949,train_1950,train/train_1950.jpg,What is it that's marked as a dangerous storage place in this workspace?,Computer Workshop,A tool on the wall.,A chair.,A cabinet with a yellow wire.,d
1950,train_1951,train/train_1951.jpg,What's the capacity of this drink?,150ml,280ml,500ml,100ml,b
1951,train_1952,train/train_1952.jpg,What's the taste of this soda?,Milk.,Chocolate.,The banana tastes good.,And strawberries.,a
1952,train_1953,train/train_1953.jpg,What's the phrase on the ribbon that's tied to the box in the picture?,GENTLE MAN,GENTLE MONSTERS,GENTLE WOMAN,GENTLE MONSTER,d
1953,train_1954,train/train_1954.jpg,What is the cost of these shoes?,"$79,000","$9,000.","$89,000","$19,000",a
1954,train_1955,train/train_1955.jpg,What is it that is in the image?,Powder bed,Table,floor,A chair.,a
1955,train_1956,train/train_1956.jpg,What are the appliances in this picture?,microwave,Washer,Refrigerator.,Styler,d
1956,train_1957,train/train_1957.jpg,What's the main use of this building?,Restaurants,Library,Museum,Greenhouse,d
1957,train_1958,train/train_1958.jpg,What are the kinds of flowers that you see in the picture?,Seaweed,Tulip,Sunflowers,Rose.,d
1958,train_1959,train/train_1959.jpg,Where did this picture come from?,Out of the train window.,Out of the car window.,Out of the plane window.,Out of the building window.,c
1959,train_1960,train/train_1960.jpg,Where did this picture come from?,City night.,"Mountains, summit.",Out of the plane window.,Beaches,c
1960,train_1961,train/train_1961.jpg,Which cup of milk is the drink in this picture?,Left cup,Right cup,No drink shown,Middle cup,d
1961,train_1962,train/train_1962.jpg,What is the structure that you see here?,The Bridge,Buildings,Tower,Tunnel,a
1962,train_1963,train/train_1963.jpg,What's the bottom of this puppy's seat made of?,Tree,Tile,JanDi.,Asphalt.,d
1963,train_1964,train/train_1964.jpg,What is the food in this picture?,Chocolate Cookies,Eggstarts,Cheese cake.,Creatin,b
1964,train_1965,train/train_1965.jpg,Where does this picture come from?,The playground.,The park walkway.,The Stadium,The pool.,d
1965,train_1966,train/train_1966.jpg,What is the color of the doll lying on the bed?,Orange,Green,Yellow,Blue,a
1966,train_1967,train/train_1967.jpg,What is this food?,Bibimbop,Choake.,Bumps.,Kimbab.,c
1967,train_1968,train/train_1968.jpg,What's the dessert in this image?,Chocolate mousse.,Tiramísu,Red velvet cake.,Cheesecakes.,b
1968,train_1969,train/train_1969.jpg,What's not included in this food set?,- Jean-Song.,Choake.,Kimchi.,Jumping shrimps,b
1969,train_1970,train/train_1970.jpg,What are the animals that you see in this picture?,Beaver,Pigeons,Crows.,Sparrows,c
1970,train_1971,train/train_1971.jpg,What is the building that you see here?,Shinjuku Traffic Terminal,Tokyo Station,ROTBONGI HILLS,Tokyo Tower,b
1971,train_1972,train/train_1972.jpg,What's the main point of this sign?,No parking.,No inside or out of the building.,No traffic.,No garbage speculation.,c
1972,train_1973,train/train_1973.jpg,What are the items that don't sell at this store?,Soft tennis racquet,Tennis Strings,Swimsuits,Bicycle,c
1973,train_1974,train/train_1974.jpg,What is the natural phenomenon that you see in this picture?,Rainbow,Snow,Lightning,Sun,a
1974,train_1975,train/train_1975.jpg,What's the main natural environment you see in this picture?,Lake,Sea and beach.,Desert,Mountains,b
1975,train_1976,train/train_1976.jpg,What kind of event scene is this?,Sports Games,School seminar.,Music Festivals,The scene of a movie shoot.,c
1976,train_1977,train/train_1977.jpg,What's on the rock in the picture?,Tree,The face of an animal.,Buildings,A person's face.,d
1977,train_1978,train/train_1978.jpg,What is the city in which these buildings are located?,Seoul,New York,Beijing,Tokyo,a
1978,train_1979,train/train_1979.jpg,What kind of products are usually on this shelf?,Coffee and tea products.,MESSAGES,ELECTRONICS,Guests,a
1979,train_1980,train/train_1980.jpg,What's the flag on the wall in this picture?,U.S. flag,Canadian flag,British flag,Australian flag,c
1980,train_1981,train/train_1981.jpg,What's the name of the cookie on the left of the two cookies that you see in the picture?,"Oh, yeah.",Cokopii,Whaledust,Home runball,a
1981,train_1982,train/train_1982.jpg,What do you see in this picture?,A walkway.,The railroad track.,Highway,River,b
1982,train_1983,train/train_1983.jpg,What is the bird in this picture?,That's right.,Pigeons,Seagulls,Sparrows,b
1983,train_1984,train/train_1984.jpg,What is this food fried?,Sniffy.,Floating Mandus,Bumps.,"Bounce, boom, boom, boom, boom, boom, boom, boom, boom, boom, boom, boom, boom, boom, boom, boom, boom, boom, boom, boom, boom, boom, boom, boom, boom, boom, boom, boom, boom, boom, boom, boom, boom, boom, boom, boom, boom, boom, boom, boom, boom, boom!",c
1984,train_1985,train/train_1985.jpg,What is the animal in this picture?,duck,The goose.,Swan,Penguin.,a
1985,train_1986,train/train_1986.jpg,What happens if we park on this road?,Parkable,"Parkable, but timed",A disabled vehicle can only be parked,Parking Ban & Literacy,d
1986,train_1987,train/train_1987.jpg,What is the tree that you see here?,Maple trees,Bank Tree,pine tree,The cherry tree,d
1987,train_1988,train/train_1988.jpg,What's the main feature of the night sky in this picture?,Han River Bridge and Fraction Show,Han River cruise ship,South Mountain Park,The Seoul Tower field.,a
1988,train_1989,train/train_1989.jpg,What time period was the location of this picture taken?,Morning,Night,Evening,It's lunch.,c
1989,train_1990,train/train_1990.jpg,What's the fast food dot you see in this picture?,KFC,Burger King,Lotderia,McDonald's,b
1990,train_1991,train/train_1991.jpg,What's the alcohol on the label of the bottle that you're holding in your hand?,Masturbation,Soju.,Float Frequent,Makgill,a
1991,train_1992,train/train_1992.jpg,What is the food in this picture?,Tattoos,Bibimbop,Kimbab and the cake set.,"I'm sorry, I'm sorry.",c
1992,train_1993,train/train_1993.jpg,What's the time zone for this picture?,Night,Daylight,"By the end of the night,",Dawn,a
1993,train_1994,train/train_1994.jpg,What are the characteristics of the river side that you see in this picture?,People are swimming.,There's a cafe or a restaurant with beautiful nightly and light.,There's a lot of people there during the day.,The mountains and the trees are scattered.,b
1994,train_1995,train/train_1995.jpg,What's the correct characteristic of the river road in this picture?,There's a lot of people in daylight time.,It's beautiful. The lights are on.,The trees are growing thick.,There's a lot of cars parked on the river.,b
1995,train_1996,train/train_1996.jpg,Where is the most likely place in this picture?,Desert,"Mountains, summit.",The beach.,Han River Park,d
1996,train_1997,train/train_1997.jpg,What is this food?,Hot Tang,Kimchichichichig,Samgyang,Pockets.,a
1997,train_1998,train/train_1998.jpg,What's the main food that's sold in this store?,Sussy.,Pizza.,hamburgers,tacos,d
1998,train_1999,train/train_1999.jpg,What's the name of the store that you see here?,The Holy House.,Torrejour,Beth Kinavins,PARlVAGENT,a
1999,train_2000,train/train_2000.jpg,What's the dessert that you see in this picture?,The cake and the drink.,Ice cream and tea.,"You know, pizza and juice.",Sand sandwich and coffee.,a
2000,train_2001,train/train_2001.jpg,What's on the other side of the river that you see in this picture?,Sea,Mountains,An apartment.,Farming,c
